PROC CODE,PROCEDURE DESCRIPTION
99205,OFFICE O/P NEW HI 60 MIN           
99205,OFFICE O/P NEW HI 60 MIN           
99205,OFFICE O/P NEW HI 60 MIN           
99205,OFFICE O/P NEW HI 60 MIN           
99205,OFFICE O/P NEW HI 60 MIN           
99205,OFFICE O/P NEW HI 60 MIN           
99205,OFFICE O/P NEW HI 60 MIN           
99205,OFFICE O/P NEW HI 60 MIN           
99205,OFFICE O/P NEW HI 60 MIN           
99205,OFFICE O/P NEW HI 60 MIN           
99205,OFFICE O/P NEW HI 60 MIN           
99205,OFFICE O/P NEW HI 60 MIN           
99205,OFFICE O/P NEW HI 60 MIN           
99205,OFFICE O/P NEW HI 60 MIN           
99205,OFFICE O/P NEW HI 60 MIN           
99205,OFFICE O/P NEW HI 60 MIN           
99205,OFFICE O/P NEW HI 60 MIN           
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99211,OFF/OP EST MAY X REQ PHY/QHP       
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99212,OFFICE O/P EST SF 10 MIN           
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99213,OFFICE O/P EST LOW 20 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99214,OFFICE O/P EST MOD 30 MIN          
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99215,OFFICE O/P EST HI 40 MIN           
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99217,OBSERVATION CARE DISCHARGE         
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99218,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
99219,INITIAL OBSERVATION CARE           
